SA1_internal_2021	MotorVehicles.min	occupied_private_dwellings
57562	1	71
57562	2	98
57562	3	39
57562	4	16
57563	0	5
57563	1	37
57563	2	42
57563	3	17
57563	4	3
57564		8
57564	0	27
57564	1	73
57564	2	53
57564	3	11
57564	4	6
57565	0	13
57565	1	52
57565	2	37
57565	3	16
57565	4	3
57566		8
57566	0	17
57566	1	101
57566	2	45
57566	3	11
57566	4	12
57567		6
57567	0	7
57567	1	52
57567	2	57
57567	3	15
57567	4	9
57568		3
57568	0	8
57568	1	76
57568	2	60
57568	3	21
57568	4	12
57569	1	30
57569	2	88
57569	3	36
57569	4	30
57570		5
57570	0	7
57570	1	55
57570	2	102
57570	3	33
57570	4	16
57571	0	4
57571	1	21
57571	2	74
57571	3	22
57571	4	11
57572	1	18
57572	2	56
57572	3	15
57572	4	4
57573	0	5
57573	1	29
57573	2	51
57573	3	19
57573	4	9
57574	0	3
57574	1	30
57574	2	42
57574	3	14
57574	4	5
57575	1	36
57575	2	67
57575	3	18
57575	4	15
57576	1	16
57576	2	33
57576	3	26
57576	4	22
57577		3
57577	0	3
57577	1	20
57577	2	52
57577	3	28
57577	4	27
57578	1	22
57578	2	39
57578	3	22
57578	4	26
57579		6
57579	1	22
57579	2	55
57579	3	31
57579	4	30
57580	1	3
57580	2	20
57580	3	18
57580	4	7
57581	1	43
57581	2	18
57581	3	10
57581	4	7
57582	0	5
57582	1	73
57582	2	54
57582	3	20
57582	4	5
57583	1	13
57583	2	33
57583	3	22
57583	4	23
57584		3
57584	1	14
57584	2	39
57584	3	21
57584	4	18
57585	1	23
57585	2	42
57585	3	42
57585	4	18
57586	1	31
57586	2	50
57586	3	23
57586	4	14
57587		5
57587	0	10
57587	1	69
57587	2	62
57587	3	20
57587	4	13
57588	0	15
57588	1	51
57588	2	56
57588	3	17
57588	4	11
57589		8
57589	0	5
57589	1	79
57589	2	79
57589	3	21
57589	4	12
57590		3
57590	1	30
57590	2	56
57590	3	29
57590	4	19
57591		3
57591	0	8
57591	1	25
57591	2	51
57591	3	20
57591	4	19
57593	1	17
57593	2	42
57593	3	16
57593	4	7
57594	1	26
57594	2	43
57594	3	21
57594	4	20
57595	0	8
57595	1	35
57595	2	43
57595	3	23
57595	4	8
57596		3
57596	1	24
57596	2	63
57596	3	45
57596	4	32
57597	1	17
57597	2	29
57597	3	20
57597	4	33
57598	1	19
57598	2	36
57598	3	33
57598	4	30
57599	1	47
57599	2	170
57599	3	124
57599	4	99
57600	1	10
57600	2	34
57600	3	20
57600	4	25
57601	1	12
57601	2	61
57601	3	59
57601	4	46
57602		3
57602	0	3
57602	1	52
57602	2	124
57602	3	54
57602	4	54
57603	1	29
57603	2	28
57603	3	20
57603	4	17
57604		4
57604	1	26
57604	2	50
57604	3	28
57604	4	28
57605		6
57605	1	28
57605	2	12
57605	3	7
57606	1	10
57606	2	31
57606	3	10
57606	4	21
57607	0	5
57607	1	41
57607	2	30
57607	3	7
57607	4	6
57608		3
57608	0	3
57608	1	42
57608	2	36
57608	3	19
57608	4	12
57609		8
57609	0	16
57609	1	67
57609	2	54
57609	3	31
57609	4	17
57610	1	17
57610	2	37
57610	3	29
57610	4	31
57611	1	25
57611	2	40
57611	3	16
57611	4	31
57612		3
57612	0	17
57612	1	79
57612	2	97
57612	3	52
57612	4	15
57613		3
57613	0	12
57613	1	39
57613	2	42
57613	3	17
57613	4	19
57614	1	30
57614	2	40
57614	3	20
57614	4	17
57615	1	14
57615	2	26
57615	3	21
57615	4	22
57616	0	8
57616	1	63
57616	2	63
57616	3	19
57617		3
57617	0	3
57617	1	48
57617	2	54
57617	3	27
57617	4	4
57618		9
57618	0	6
57618	1	79
57618	2	65
57618	3	26
57618	4	10
57619	1	23
57619	2	66
57619	3	44
57619	4	48
57620	0	8
57620	1	68
57620	2	49
57620	3	14
57621	1	13
57621	2	13
57621	3	10
57621	4	21
57622		4
57622	0	5
57622	1	45
57622	2	32
57622	3	11
57622	4	5
57623	0	4
57623	1	22
57623	2	26
57623	3	22
57623	4	28
57624		3
57624	0	5
57624	1	57
57624	2	66
57624	3	20
57624	4	9
57625		5
57625	1	31
57625	2	35
57625	3	30
57625	4	20
57626	1	14
57626	2	21
57626	3	13
57626	4	21
57627	1	17
57627	2	54
57627	3	24
57627	4	11
57628	1	39
57628	2	55
57628	3	15
57628	4	4
57629		3
57629	0	3
57629	1	33
57629	2	36
57629	3	18
57629	4	3
57630	1	63
57630	2	87
57630	3	38
57630	4	28
57631		6
57631	1	48
57631	2	76
57631	3	41
57631	4	37
57632	1	20
57632	2	25
57632	3	22
57632	4	22
57633		5
57633	1	35
57633	2	67
57633	3	25
57633	4	56
57634		3
57634	0	4
57634	1	58
57634	2	39
57634	3	17
57634	4	7
57635	1	17
57635	2	12
57635	3	6
57636	0	8
57636	1	60
57636	2	46
57636	3	23
57636	4	11
57637	0	4
57637	1	46
57637	2	71
57637	3	31
57637	4	7
57638	1	25
57638	2	48
57638	3	34
57638	4	18
57639		5
57639	1	10
57639	2	28
57639	3	12
57639	4	13
57640	1	19
57640	2	35
57640	3	26
57640	4	24
57641	1	22
57641	2	49
57641	3	17
57641	4	28
57642		6
57642	0	4
57642	1	53
57642	2	96
57642	3	67
57642	4	42
57643	1	30
57643	2	35
57643	3	19
57643	4	29
57644		3
57644	1	17
57644	2	41
57644	3	15
57644	4	23
57645	0	6
57645	1	30
57645	2	46
57645	3	15
57645	4	4
57646		4
57646	0	7
57646	1	54
57646	2	98
57646	3	42
57646	4	20
57647	1	25
57647	2	32
57647	3	16
57647	4	3
57648		4
57648	1	24
57648	2	40
57648	3	16
57648	4	6
57649	1	26
57649	2	30
57649	3	6
57649	4	3
57650	1	11
57650	2	3
57651	0	3
57651	1	24
57651	2	50
57651	3	16
57651	4	3
57653	1	44
57653	2	42
57653	3	11
57653	4	10
57654	0	10
57654	1	35
57654	2	28
57654	3	12
57654	4	8
57656	1	7
57656	2	5
57656	3	8
57657		7
57657	0	3
57657	1	37
57657	2	27
57657	3	20
57657	4	8
57658	0	4
57658	1	58
57658	2	66
57658	3	16
57658	4	5
57659		4
57659	0	9
57659	1	82
57659	2	75
57659	3	17
57659	4	18
57660		5
57660	0	10
57660	1	77
57660	2	58
57660	3	18
57660	4	12
57661	0	7
57661	1	50
57661	2	31
57661	3	13
57661	4	6
57662		4
57662	0	12
57662	1	70
57662	2	87
57662	3	39
57662	4	6
57663		5
57663	0	13
57663	1	76
57663	2	99
57663	3	16
57663	4	7
57664		9
57664	0	13
57664	1	67
57664	2	54
57664	3	30
57664	4	8
57665	1	6
57665	2	20
57665	3	18
57665	4	16
57666		4
57666	1	17
57666	2	21
57666	3	20
57666	4	12
57667		6
57667	1	12
57667	2	37
57667	3	25
57667	4	28
57668		6
57668	1	5
57668	2	22
57668	3	10
57668	4	18
57669	1	9
57669	2	23
57669	3	15
57669	4	10
57670	1	4
57670	2	17
57670	3	15
57670	4	14
57671	1	5
57671	2	23
57671	3	16
57671	4	18
57672	0	3
57672	1	28
57672	2	46
57672	3	25
57672	4	12
57673		5
57673	1	11
57673	2	16
57673	3	16
57673	4	3
57674	1	15
57674	2	24
57674	3	13
57674	4	17
57675	0	8
57675	1	65
57675	2	60
57675	3	27
57675	4	23
57676		18
57676	0	23
57676	1	80
57676	2	60
57676	3	18
57676	4	8
57677	1	3
57677	2	15
57677	3	17
57677	4	18
57678		5
57678	1	10
57678	2	26
57678	3	19
57678	4	20
57679		3
57679	0	4
57679	1	72
57679	2	58
57679	3	23
57679	4	12
57680	0	5
57680	1	7
57680	2	21
57680	3	7
57680	4	9
57681	1	19
57681	2	38
57681	3	17
57681	4	34
57682		3
57682	1	16
57682	2	21
57682	3	18
57682	4	11
57683	0	5
57683	1	44
57683	2	60
57683	3	14
57683	4	9
57684		5
57684	1	28
57684	2	48
57684	3	18
57684	4	3
57685	0	4
57685	1	15
57685	2	26
57685	3	15
57685	4	27
57686	1	17
57686	2	29
57686	3	16
57686	4	13
57687	1	10
57687	2	5
57688	1	5
57688	2	7
57688	3	5
57688	4	4
57689	1	11
57689	2	18
57689	3	14
57689	4	5
57690	0	8
57690	1	21
57690	2	35
57690	3	21
57690	4	14
57691		6
57691	0	5
57691	1	41
57691	2	47
57691	3	17
57691	4	11
57692	1	11
57692	2	30
57692	3	23
57692	4	23
57693	0	3
57693	1	38
57693	2	31
57693	3	19
57693	4	20
57694		5
57694	0	5
57694	1	26
57694	2	29
57694	3	16
57694	4	17
57695	0	6
57695	1	44
57695	2	50
57695	3	18
57695	4	10
57696		4
57696	0	8
57696	1	47
57696	2	55
57696	3	11
57696	4	6
57697		3
57697	0	13
57697	1	40
57697	2	30
57697	3	13
57697	4	3
57698	1	13
57698	2	26
57698	3	12
57698	4	17
57699	1	5
57699	2	9
57699	3	13
57699	4	13
57700	1	4
57700	2	7
57700	3	4
57700	4	8
57701		4
57701	1	61
57701	2	39
57701	3	12
57702		7
57702	0	10
57702	1	51
57702	2	55
57702	3	23
57702	4	6
57703		4
57703	0	6
57703	1	41
57703	2	54
57703	3	17
57703	4	11
57704	0	4
57704	1	49
57704	2	37
57704	3	14
57704	4	9
57705	0	8
57705	1	43
57705	2	39
57705	3	11
57705	4	7
57706	1	13
57706	2	41
57706	3	25
57706	4	16
57707	0	13
57707	1	51
57707	2	37
57707	3	10
57707	4	6
57708		3
57708	0	14
57708	1	61
57708	2	49
57708	3	9
57708	4	4
57709		4
57709	1	38
57709	2	65
57709	3	41
57709	4	26
57710	0	16
57710	1	34
57710	2	27
57710	3	9
57710	4	7
57711	0	7
57711	1	37
57711	2	46
57711	3	16
57711	4	9
57712	1	24
57712	2	43
57712	3	14
57712	4	3
57713		6
57713	0	11
57713	1	46
57713	2	39
57713	3	26
57713	4	10
57714		6
57714	0	17
57714	1	58
57714	2	24
57714	3	16
57715		6
57715	0	7
57715	1	40
57715	2	29
57715	3	20
57715	4	3
57716		3
57716	0	4
57716	1	46
57716	2	48
57716	3	14
57716	4	10
57717		6
57717	0	17
57717	1	36
57717	2	24
57717	3	10
57717	4	6
57718	0	13
57718	1	44
57718	2	36
57718	3	14
57718	4	9
57719		8
57719	0	15
57719	1	43
57719	2	38
57719	3	8
57719	4	5
57720	0	10
57720	1	50
57720	2	65
57720	3	25
57720	4	15
57721		5
57721	0	11
57721	1	66
57721	2	104
57721	3	40
57721	4	19
57722		4
57722	1	38
57722	2	25
57722	3	14
57722	4	12
57723	0	3
57723	1	32
57723	2	37
57723	3	33
57723	4	17
57724	1	17
57724	2	49
57724	3	6
57724	4	32
57725	0	4
57725	1	28
57725	2	40
57725	3	17
57725	4	19
57726	1	20
57726	2	25
57726	3	21
57726	4	12
57727	1	11
57727	2	23
57727	3	13
57727	4	23
57728		3
57728	1	12
57728	2	36
57728	3	17
57728	4	17
57729	1	18
57729	2	34
57729	3	18
57729	4	29
57730		5
57730	1	22
57730	2	44
57730	3	16
57730	4	14
57731		3
57731	0	3
57731	1	49
57731	2	42
57731	3	17
57731	4	3
57732	1	14
57732	2	38
57732	3	27
57732	4	16
57733		7
57733	1	22
57733	2	53
57733	3	35
57733	4	33
57734	1	10
57734	2	24
57734	3	15
57734	4	11
57735		5
57735	1	29
57735	2	46
57735	3	30
57735	4	19
57736		5
57736	0	13
57736	1	65
57736	2	67
57736	3	17
57736	4	14
57737		16
57737	0	5
57737	1	50
57737	2	39
57737	3	13
57737	4	11
57738		15
57738	0	8
57738	1	48
57738	2	19
57738	3	4
57738	4	7
57739		9
57739	1	36
57739	2	54
57739	3	20
57739	4	29
57740		7
57740	1	30
57740	2	75
57740	3	25
57740	4	35
57741	1	23
57741	2	39
57741	3	27
57741	4	26
57742	1	11
57742	2	49
57742	3	31
57742	4	26
57743		3
57743	1	6
57743	2	29
57743	3	18
57743	4	18
57744		3
57744	1	32
57744	2	63
57744	3	24
57744	4	19
57745		3
57745	1	20
57745	2	40
57745	3	28
57745	4	21
57746		9
57746	1	32
57746	2	58
57746	3	29
57746	4	20
57747	1	15
57747	2	35
57747	3	32
57747	4	8
57748		8
57748	1	34
57748	2	72
57748	3	34
57748	4	41
57749		5
57749	0	9
57749	1	54
57749	2	38
57749	3	17
57749	4	11
57750	1	55
57750	2	54
57750	3	22
57750	4	6
57751	0	7
57751	1	44
57751	2	45
57751	3	17
57751	4	13
57752		4
57752	0	5
57752	1	66
57752	2	98
57752	3	22
57752	4	19
57753		3
57753	0	3
57753	1	28
57753	2	31
57753	3	15
57753	4	19
57754		3
57754	0	7
57754	1	68
57754	2	52
57754	3	19
57754	4	6
57755	0	13
57755	1	60
57755	2	53
57755	3	18
57755	4	6
57756		5
57756	0	10
57756	1	84
57756	2	43
57756	3	17
57756	4	15
57757		4
57757	1	27
57757	2	35
57757	3	34
57757	4	19
57758	1	41
57758	2	66
57758	3	47
57758	4	31
57759		5
57759	1	15
57759	2	40
57759	3	23
57759	4	18
57760	1	12
57760	2	44
57760	3	23
57760	4	32
57761	1	10
57761	2	29
57761	3	22
57761	4	10
57762	1	12
57762	2	41
57762	3	18
57762	4	30
57763	1	42
57763	2	46
57763	3	23
57763	4	9
57764		3
57764	1	33
57764	2	27
57764	3	18
57764	4	10
57765		4
57765	1	15
57765	2	53
57765	3	32
57765	4	35
57766		8
57766	1	54
57766	2	75
57766	3	17
57766	4	6
57767	0	4
57767	1	68
57767	2	25
57767	3	12
57768	1	4
57768	2	16
57768	3	14
57768	4	14
57769	1	4
57769	2	19
57769	3	23
57769	4	33
57770		4
57770	0	7
57770	1	26
57770	2	63
57770	3	38
57770	4	39
57771	1	15
57771	2	27
57771	3	31
57771	4	39
57772		4
57772	0	10
57772	1	61
57772	2	59
57772	3	23
57772	4	11
57773		3
57773	0	10
57773	1	62
57773	2	46
57773	3	14
57773	4	9
57774		3
57774	0	15
57774	1	68
57774	2	71
57774	3	27
57774	4	10
57775	0	4
57775	1	15
57775	2	19
57775	3	8
57775	4	4
57776	1	27
57776	2	25
57776	3	3
57777		4
57777	1	16
57777	2	37
57777	3	18
57777	4	22
57778	1	7
57778	2	25
57778	3	10
57778	4	24
57779	0	3
57779	1	38
57779	2	52
57779	3	8
57779	4	4
57780	1	31
57780	2	31
57780	3	9
57780	4	3
57781		3
57781	1	6
57781	2	28
57781	3	8
57781	4	32
57782	0	4
57782	1	39
57782	2	47
57782	3	16
57782	4	7
57783		3
57783	1	12
57783	2	34
57783	3	19
57783	4	31
57784	0	6
57784	1	28
57784	2	47
57784	3	6
57784	4	7
57785	1	10
57785	2	43
57785	3	15
57785	4	17
57786	1	5
57786	2	23
57786	3	10
57786	4	14
57787	1	4
57787	2	15
57787	3	12
57787	4	21
57788	1	6
57788	2	23
57788	3	13
57788	4	17
57789		6
57789	0	3
57789	1	37
57789	2	39
57789	3	3
57789	4	9
57790	1	14
57790	2	54
57790	3	34
57790	4	29
57791		9
57791	0	3
57791	1	35
57791	2	37
57791	3	10
57791	4	3
57792	1	19
57792	2	19
57792	3	16
57792	4	20
57793	0	8
57793	1	48
57793	2	44
57793	3	21
57793	4	12
57794		5
57794	1	50
57794	2	65
57794	3	22
57794	4	19
57795		5
57795	0	11
57795	1	68
57795	2	58
57795	3	28
57795	4	11
57796	0	3
57796	1	18
57796	2	28
57796	3	14
57796	4	8
57797	1	3
57797	2	17
57797	3	8
57797	4	10
57798	1	19
57798	2	36
57798	3	32
57798	4	23
57799	1	7
57799	2	3
57799	3	3
57799	4	5
57800	1	17
57800	2	46
57800	3	39
57800	4	15
57801	0	9
57801	1	28
57801	2	33
57801	3	17
57801	4	6
57802		4
57802	0	6
57802	1	70
57802	2	57
57802	3	10
57802	4	5
57803	1	9
57803	2	15
57803	3	16
57803	4	10
57804		5
57804	1	13
57804	2	32
57804	3	18
57804	4	25
57805		7
57805	0	25
57805	1	98
57805	2	55
57805	3	23
57805	4	8
57806	1	15
57806	2	21
57806	3	14
57806	4	11
57807		5
57807	1	16
57807	2	25
57807	3	16
57807	4	14
57808	0	5
57808	1	66
57808	2	55
57808	3	17
57808	4	14
57809	1	10
57809	2	16
57809	3	3
57810		4
57810	0	16
57810	1	53
57810	2	38
57810	3	21
57810	4	3
57811		8
57811	0	21
57811	1	110
57811	2	69
57811	3	33
57811	4	18
57812		9
57812	0	25
57812	1	71
57812	2	53
57812	3	10
57812	4	3
57813		7
57813	0	4
57813	1	68
57813	2	61
57813	3	30
57813	4	11
57814	0	5
57814	1	41
57814	2	51
57814	3	29
57814	4	23
57815		9
57815	0	8
57815	1	51
57815	2	61
57815	3	21
57815	4	6
57816	0	12
57816	1	53
57816	2	37
57816	3	10
57816	4	6
57817		4
57817	0	3
57817	1	14
57817	2	46
57817	3	17
57817	4	5
57818		5
57818	0	14
57818	1	88
57818	2	67
57818	3	26
57818	4	16
57819		3
57819	0	6
57819	1	36
57819	2	50
57819	3	17
57819	4	11
57820	1	15
57820	2	18
57820	3	15
57820	4	20
57821	1	11
57821	2	31
57821	3	10
57821	4	15
57822	1	17
57822	2	24
57822	3	13
57822	4	23
57823		6
57823	1	36
57823	2	39
57823	3	17
57823	4	28
57824	1	23
57824	2	54
57824	3	36
57824	4	32
57825		3
57825	1	38
57825	2	76
57825	3	63
57825	4	36
57826	0	3
57826	1	31
57826	2	32
57826	3	6
57826	4	4
57827	1	8
57827	2	41
57827	3	20
57827	4	30
57828		3
57828	1	22
57828	2	41
57828	3	22
57828	4	31
57829	0	6
57829	1	22
57829	2	40
57829	3	15
57829	4	13
57830	1	42
57830	2	71
57830	3	20
57830	4	12
57831		4
57831	1	28
57831	2	68
57831	3	16
57831	4	6
57832		4
57832	1	40
57832	2	37
57832	3	33
57832	4	9
57833		3
57833	0	9
57833	1	39
57833	2	28
57833	3	13
57833	4	3
57834	1	30
57834	2	44
57834	3	14
57834	4	13
57835		3
57835	1	14
57835	2	17
57835	3	6
57835	4	17
57836	0	4
57836	1	9
57836	2	9
57836	3	5
57837		3
57837	0	8
57837	1	7
57837	2	22
57837	3	8
57837	4	10
57838		6
57838	0	11
57838	1	36
57838	2	32
57838	3	9
57839		15
57839	0	23
57839	1	32
57839	2	29
57839	3	5
57839	4	9
57840	0	5
57840	1	19
57840	2	19
57841		4
57841	1	60
57841	2	45
57841	3	27
57841	4	7
57842		3
57842	0	11
57842	1	37
57842	2	28
57842	3	14
57842	4	7
57843	1	40
57843	2	42
57843	3	15
57843	4	16
57844		4
57844	0	4
57844	1	27
57844	2	3
57845		9
57845	0	8
57845	1	71
57845	2	64
57845	3	31
57845	4	28
57846		8
57846	0	4
57846	1	59
57846	2	76
57846	3	32
57846	4	14
57847		5
57847	1	56
57847	2	83
57847	3	42
57847	4	12
57848		5
57848	1	32
57848	2	82
57848	3	29
57848	4	11
57849	1	7
57849	3	5
57849	4	6
57850		10
57850	0	10
57850	1	106
57850	2	142
57850	3	43
57850	4	19
57851		3
57851	0	25
57851	1	44
57851	2	19
57851	3	3
57851	4	3
57852	1	30
57852	2	72
57852	3	34
57852	4	18
57853	0	11
57853	1	44
57853	2	20
57853	3	12
57854		3
57854	1	34
57854	2	51
57854	3	20
57854	4	5
57856		4
57856	0	35
57856	1	53
57856	2	42
57856	3	5
57856	4	12
57857		11
57857	0	31
57857	1	17
57857	2	3
57857	3	4
57858	1	22
57858	2	20
57858	3	9
57858	4	22
57859	0	11
57859	1	32
57859	2	30
57859	3	8
57859	4	3
57860		3
57860	0	41
57860	1	46
57860	2	17
57860	3	3
57861		6
57861	0	6
57861	1	39
57861	2	47
57861	3	27
57861	4	11
57862	0	3
57862	1	27
57862	2	76
57862	3	45
57862	4	14
57863		3
57863	1	23
57863	2	31
57863	3	13
57863	4	4
57864		5
57864	0	10
57864	1	22
57864	2	22
57864	3	11
57864	4	7
57865		3
57865	0	13
57865	1	23
57865	2	36
57865	3	13
57865	4	6
57866		5
57866	1	31
57866	2	63
57866	3	29
57866	4	8
57867		6
57867	0	7
57867	1	64
57867	2	73
57867	3	27
57867	4	7
57868		3
57868	0	14
57868	1	47
57868	2	16
57868	3	3
57868	4	3
57869	1	14
57869	2	8
57869	3	7
57869	4	9
57870		12
57870	0	18
57870	1	106
57870	2	40
57870	3	8
57870	4	8
57871		5
57871	0	23
57871	1	38
57871	2	46
57871	3	10
57871	4	11
57872		3
57872	0	3
57872	1	19
57872	2	11
57872	3	9
57872	4	8
57873		3
57873	0	7
57873	1	65
57873	2	50
57873	3	18
57873	4	21
57874	0	45
57874	1	17
57874	3	4
57875	0	15
57875	1	13
57876	0	7
57876	1	4
57876	2	3
57877		3
57877	0	7
57877	1	13
57877	2	10
57877	3	5
57877	4	5
57878		8
57878	0	18
57878	1	53
57878	2	35
57878	3	15
57878	4	8
57879	0	42
57879	1	15
57880	0	9
57880	2	9
57881	0	11
57883	0	30
57884		3
57884	0	14
57884	1	8
57884	2	4
57885	0	28
57885	1	9
57885	2	6
57885	3	6
57886		4
57886	0	55
57886	1	32
57886	2	8
57886	4	5
57887	0	14
57887	1	7
57887	3	4
57888		10
57888	0	56
57888	1	25
57888	2	6
57889	0	7
57889	1	7
57889	2	3
57890		3
57890	1	17
57890	2	32
57890	3	15
57890	4	12
57891	0	34
57891	1	12
57891	2	6
57892	0	3
57892	3	3
57893	0	7
57893	1	9
57893	2	3
57894	0	21
57894	1	13
57894	2	7
57895		4
57895	0	28
57895	1	101
57895	2	44
57895	3	14
57895	4	7
57896		16
57896	0	3
57896	1	9
57896	2	3
57896	3	8
57897	0	37
57897	1	18
57897	2	8
57897	3	3
57898	0	36
57898	1	6
57898	2	3
57899		17
57899	0	79
57899	1	38
57899	2	12
57899	3	7
57899	4	8
57900		3
57900	0	6
57900	1	15
57900	2	6
57900	3	6
57901	0	29
57901	1	16
57901	2	3
57902		9
57902	0	60
57902	1	90
57902	2	46
57902	3	10
57903	0	22
57903	1	4
57903	3	7
57904		8
57904	0	45
57904	1	42
57904	2	15
57905	0	61
57905	1	28
57905	2	4
57906	0	24
57906	1	7
57907		5
57907	0	16
57907	1	4
57908		14
57908	0	33
57908	1	29
57908	2	11
57908	3	9
57908	4	6
57909		3
57909	0	34
57909	1	17
57909	2	10
57909	4	3
57910	0	10
57910	1	6
57910	2	18
57910	3	9
57910	4	8
57911	0	12
57911	1	19
57911	2	23
57911	3	8
57912		5
57912	1	21
57912	2	13
57912	3	11
57912	4	6
57913		10
57913	0	16
57913	1	17
57913	2	3
57913	3	3
57914	0	19
57914	1	69
57914	2	71
57914	3	16
57914	4	7
57915	0	11
57915	1	7
57915	2	5
57916		9
57916	0	18
57916	1	43
57916	2	67
57916	3	20
57916	4	6
57917	0	8
57917	1	24
57917	2	56
57917	3	24
57917	4	34
57918		37
57918	0	15
57918	1	100
57918	2	48
57918	3	12
57918	4	17
57919	0	16
57919	1	39
57919	2	22
57919	3	10
57919	4	4
57920		4
57920	0	19
57920	1	42
57920	2	7
57920	3	4
57920	4	7
57921		5
57921	0	10
57921	1	22
57921	2	17
57921	3	7
57921	4	7
57922		8
57922	0	34
57922	1	50
57922	2	33
57922	3	8
57922	4	5
57923	0	4
57923	1	35
57923	2	43
57923	3	14
57923	4	8
57924		4
57924	0	22
57924	1	68
57924	2	52
57924	3	16
57924	4	6
57925	1	5
57925	2	28
57925	3	11
57925	4	10
57926		4
57926	0	21
57926	1	52
57926	2	47
57926	3	29
57926	4	12
57927	0	9
57927	1	10
57929		3
57929	0	18
57929	1	58
57929	2	47
57929	3	18
57929	4	6
57930	1	6
57930	2	8
57931	0	59
57931	1	18
57931	2	6
57932		7
57932	1	19
57932	2	39
57932	3	25
57932	4	21
57933		5
57933	0	4
57933	1	42
57933	2	16
57933	3	6
57933	4	5
57934		14
57934	0	30
57934	1	37
57934	2	12
57934	3	8
57934	4	3
57935	0	74
57935	1	52
57935	2	21
57935	3	8
57936		7
57936	0	20
57936	1	45
57936	2	18
57936	3	11
57937	0	18
57937	1	35
57937	2	17
57937	3	5
57938	0	6
57938	1	24
57938	2	8
57939		3
57939	0	8
57939	1	15
57939	2	4
57939	3	3
57940		3
57940	0	11
57940	1	16
57940	2	23
57940	3	19
57940	4	15
57941		3
57941	0	3
57942		4
57942	0	5
57942	1	28
57942	2	13
57942	3	3
57942	4	3
57943	0	5
57943	1	17
57943	3	4
57943	4	5
57945	0	28
57945	1	23
57945	2	7
57947	0	16
57947	1	13
57948	0	6
57948	1	9
57948	2	4
57949	0	12
57949	1	8
57949	2	8
57950	0	3
57951	0	10
57951	1	3
57952	0	9
57952	1	5
57953	0	8
57953	1	10
57953	2	4
57955	0	14
57955	1	10
57955	2	4
57956		4
57956	0	3
57956	1	42
57956	2	41
57956	3	15
57956	4	8
57957	0	6
57957	1	44
57957	2	39
57957	3	19
57957	4	4
57958	0	3
57958	1	27
57958	2	35
57958	3	13
57958	4	5
57959	1	28
57959	2	58
57959	3	11
57959	4	13
57960	1	17
57960	2	12
57960	3	7
57961	0	3
57961	1	30
57961	2	24
57961	3	6
57961	4	6
57962		4
57962	0	20
57962	1	29
57962	2	44
57962	3	6
57962	4	4
57963	0	4
57963	1	43
57963	2	57
57963	3	19
57963	4	9
57964		3
57964	0	3
57964	1	47
57964	2	36
57964	3	9
57964	4	4
57965	1	39
57965	2	54
57965	3	20
57965	4	11
57967	1	30
57967	2	38
57967	3	16
57967	4	9
57969	1	25
57969	2	46
57969	3	12
57969	4	9
57971		3
57971	1	36
57971	2	45
57971	3	20
57971	4	4
57973	1	4
57973	2	7
57973	3	8
57973	4	9
57974	0	5
57974	1	64
57974	2	86
57974	3	18
57974	4	8
57975	0	4
57975	1	28
57975	2	39
57975	3	16
57975	4	5
57976		5
57976	0	5
57976	1	67
57976	2	124
57976	3	49
57976	4	26
57978	0	5
57978	1	5
57978	2	8
57978	3	3
57979		5
57979	0	5
57979	1	50
57979	2	98
57979	3	33
57979	4	14
57980		3
57980	0	6
57980	1	80
57980	2	46
57980	3	16
57980	4	4
57981		9
57981	0	3
57981	1	22
57981	2	31
57981	3	12
57981	4	3
57983		5
57983	0	10
57983	1	33
57983	2	61
57983	3	19
57983	4	7
57984	1	10
57984	2	43
57984	3	8
57984	4	3
57985	1	10
57985	2	12
57986		4
57986	1	38
57986	2	56
57986	3	23
57986	4	5
57989	1	14
57989	2	28
57989	3	12
57990	0	4
57990	1	44
57990	2	40
57990	3	4
57991		8
57991	0	14
57991	1	71
57991	2	60
57991	3	17
57991	4	3
57992		3
57992	0	7
57992	1	49
57992	2	63
57992	3	24
57992	4	5
57993		3
57993	0	6
57993	1	25
57993	2	51
57993	3	28
57993	4	14
57994		3
57994	0	9
57994	1	64
57994	2	78
57994	3	36
57994	4	12
57995		6
57995	0	15
57995	1	31
57995	2	66
57995	3	32
57995	4	12
57996		3
57996	0	8
57996	1	41
57996	2	72
57996	3	25
57996	4	12
57997		4
57997	0	14
57997	1	55
57997	2	77
57997	3	19
57997	4	13
57998		3
57998	0	16
57998	1	44
57998	2	48
57998	3	15
57998	4	5
57999		3
57999	1	29
57999	2	34
57999	3	13
57999	4	4
58000	0	12
58000	1	22
58000	2	39
58000	3	17
58000	4	6
58001		11
58001	0	15
58001	1	146
58001	2	104
58001	3	24
58001	4	11
58002		4
58002	1	38
58002	2	59
58002	3	22
58002	4	12
58003	0	10
58003	1	29
58003	2	37
58003	3	12
58003	4	4
58004	0	7
58004	1	23
58004	2	27
58004	3	16
58004	4	7
58005		4
58005	0	4
58005	1	24
58005	2	73
58005	3	22
58005	4	19
58006	0	8
58006	1	27
58006	2	54
58006	3	13
58006	4	10
58007		4
58007	0	13
58007	1	31
58007	2	54
58007	3	29
58007	4	9
58008		7
58008	0	6
58008	1	55
58008	2	132
58008	3	66
58008	4	17
58009	0	7
58009	1	30
58009	2	46
58009	3	15
58009	4	7
58010		3
58010	0	8
58010	1	45
58010	2	47
58010	3	20
58010	4	5
58011		3
58011	0	6
